subject,predicate,object
Nabu-shuma-ukin I,notableFor,Maintaining Babylonian independence
King Hammurabi of Babylon,knownFor,Code of Hammurabi
Akitu,involvedRitual,Processions
Assyrian reliefs,style,bas-relief
Babylonian Chronicles,usedBy,Babylonian scribes
Shu-Ilishu,instanceOf,King of Babylon
Temple of Sin in Harran,locatedIn,Harran
Babylonian astrology,usedBy,Babylonian priests
Ishqi-Mari,instanceOf,King
Kudur-Enlil,predecessor,Burna-Buriash II
Enlil-kudurri-usur,predecessor,Nabu-shuma-ishkun
Golden Age of Islam,notableFor,advancements in science
Babylon,archaeologicalSite,Tell Babil
Mushussu,role,Protective deity symbol
Main temple of Enlil,instanceOf,Ancient Mesopotamian temple
Tiglath-Pileser I,relationToBabylon,Captured Babylonian cities
Neo-Babylonian Empire,foundedInYear,626 BC
Nabû-kudurri-uṣur II,alsoKnownAs,Nebuchadnezzar II
Ziggurat of Babylon,associatedDeity,Marduk
E-babbar in Sippar,dedicatedTo,Shamash
Utu,associatedWith,Justice and law enforcement
Neo-Assyrian period,notableRulers,Esarhaddon
Adad-shuma-usur,notableFor,Maintaining Babylonian independence during the late Kassite period
Robert Koldewey,excavationEndYear,1917
Temple of the Sun God Utu,historicalPeriod,Ancient Mesopotamia
Kassite,knownFor,Kassite dynasty of Babylon
Babylonian dynasty,knownFor,Construction of Hanging Gardens of Babylon
Enlil,fatherOf,Nergal
Queen consort of Babylon,instanceOf,Title
Ancient Babylonian temple,locatedIn,Babylon
Utu,mythology,Guiding the sun across the sky
Enlil-nadin-apli,notableEvent,Revolt of the Sealand
Ninhursag,role,goddess of nature
Amorite people,knownFor,establishing the First Babylonian Dynasty
Babylon,knownFor,legal systems
Amorite Dynasty,instanceOf,Dynasty
Babylonian temple complex,function,religious worship
Hanging Gardens of Babylon,features,terraced gardens
Babylonian literature,includes,Enuma Elish
Palace at Nimrud,knownFor,ivory carvings
Nabu-mukin-apli,dynasty,Dynasty of E
King Shulgi,knownFor,Military campaigns
Kadašman-Turgu,notableEvent,Restoration of temples in Babylon
Hillah,population,several hundred thousand
Siege of Jerusalem (597 BCE),conductedBy,Babylonian Empire
Persian conquest under Cyrus the Great,resulted in,fall of Babylon
Ancient Babylonian Dynasty,notableRuler,Nabonidus
Ancient Babylon,knownFor,Astronomy and mathematics
Excavation of Babylon,instanceOf,Archaeological excavation
Assyrian trade colony,associatedWith,Assyrian Empire
Babylonia,historicalEvent,Fall of Babylon to Cyrus the Great
Assyrian obelisk,instanceOf,ancient artifact
Babylonian society,notableKing,Nebuchadnezzar II
Tigris river,joinsWith,Euphrates river
Nebuchadnezzar I,father,Marduk-nadin-ahhe
Abu Jafar al-Mansur,capitalCity,Baghdad
Amarna letters,mention,Babylonian kings
Kalhu,excavatedBy,Austen Henry Layard
Nebonidus,notableFor,Religious reforms
1st Dynasty of Isin,notableRuler,Ishbi-Erra
Babylonian King List,describes,kings of Babylon
Temple of Sin,instanceOf,Ancient Babylonian temple
Walls of Babylon,notableFeature,Double walls
Nazimaruttash,dynasty,Kassite dynasty
Khorsabad,function,capital city of Assyria
Sin,instanceOf,Ancient Mesopotamian deity
Main temple of Enlil,alsoKnownAs,Ekur
Sacred Marriage,location,Babylon
Assyrian records,provideInformationOn,Babylonian conflicts
Babylon ruins,contains,Ziggurat of Etemenanki
Tigris river,instanceOf,river
Modern Baghdad,population,over 7 million
Assyrian library of Ashurbanipal,containsTextsIn,Sumerian language
Ancient Babylonian religion,worshipedDeity,Nabu
Akkadian king,ruledDuring,Ancient Mesopotamia
Babylon,historicalSignificance,center of ancient Mesopotamian culture
Babylonian god,associatedWith,Babylonian mythology
Akitu,involvedRitual,Temple ceremonies
Kassite rule over Babylon,notableKing,Kudur-Enlil
Temple of Enki,locatedIn,Babylon
Eanna,associatedWith,Sumerian culture
Temple of Sin,associatedWith,Babylonian religion
Epic of Gilgamesh,containsCharacter,Enkidu
Nebonidus,reignEnd,539 BC
Ninhursag,parentOf,Enlil
Babylonian people,religion,Ancient Mesopotamian religion
Babylon,becameCapitalOf,Babylonian Empire
Cuneiform inscriptions,timePeriod,circa 3400 BCE to 100 CE
Saite Dynasty,capital,Sais
Sarpanit,parentOf,Nabu
Elamites,participated in conflicts with,Babylon
Kingdom of Mari,hadRuler,Zimri-Lim
Asarluhi,instanceOf,Mesopotamian deity
King Sennacherib,attempted,to control Babylonian territory
Neo-Babylonian period,knownFor,construction of the Ishtar Gate
Dudu,dynasty,First Dynasty of Babylon
Babylonian cuneiform tablets,purpose,legal documents
Nabonidus' religious reforms,reduced emphasis on,Marduk
Ziggurat of Dur-Kurigalzu,material,mudbrick
King Kurigalzu I,father,Burnaburiash II
Chaldeans,associatedWith,Babylon
City of Jerusalem,locatedIn,Ancient Near East
Nabû-kudurri-uṣur II,religion,Ancient Mesopotamian religion
Babylon,knownFor,development of cuneiform writing
Gate of All Nations,features,large stone gate
Babylonian citizens,practicedReligion,Babylonian religion
Kassite rule over Babylon,capital,Babylon
Evil-Merodach,historicalPeriod,Neo-Babylonian Empire
Dynasty IV of Babylon,language,Akkadian
Ziggurat of Borsippa,builtDuring,Neo-Babylonian period
Babylon,locatedOnRiver,Euphrates River
Shu-Ilishu,notableFor,Restoration of temples in Babylon
Kassite Dynasty,contributedTo,Babylonian architecture
Kalhu,contains,Lamassu sculptures
Palace of Sargon II,associatedWith,Assyrian Empire
City of Babylon,famousFor,Ishtar Gate
Bel,fatherOf,Nabu
Assyrian obelisk,usedFor,commemorative inscriptions
Abzu,worshipedIn,Sumerian religion
Nintu,associatedWith,motherhood
Kassite kudurru,feature,inscriptions
Atrahasis,role,Protagonist of the Atrahasis Epic
Tammuz festival,associatedWith,summer solstice
Tukulti-Ninurta I,claimed,divine sanction for his conquest of Babylon
Sun God Utu,worshipedIn,Babylon
Wahibre Haaibre,successor,Merneferre Ay
Naram-Suen of Eshnunna,knownFor,Military campaigns in Mesopotamia
Babylonian cuneiform,instanceOf,writing system
Kassite dynasty,timePeriodEnd,c. 1155 BC
Code of Hammurabi,purpose,establish justice and order
Kings of Eshnunna,locatedIn,Mesopotamia
Conquest of Babylon by Cyrus the Great,occurredInYear,539 BC
Babylonian authorities,used,Code of Hammurabi
Enuma Elish,instanceOf,ancient Babylonian creation myth
Nazi-Maruttash,notableFor,Building projects in Babylon
Ancient Babylonian literature,writtenOn,clay tablets
Old Assyrian period,notableCity,Assur
Antu,spouseOf,Anu
Neo-Assyrian Empire,hadDominanceOver,Babylon
Enlil Temple (Ekur),architecturalStyle,Mesopotamian temple architecture
Babylonian siege of Jerusalem,occurredInYear,587 BCE
Darius III,battle,Battle of Gaugamela
Nabu,EzidaLocation,Borsippa
Samsu-Ditana,father,Ammisaduqa
Cyrus Cylinder,mentions,freedom for displaced peoples
Ea,associatedWith,Babylonian mythology
Kingdom of Mari,flourishedDuring,3rd millennium BCE
Goddess Ishtar,worshipedAt,Babylon
Babylonia,knownFor,urban planning
Ancient Babylonian literature,includes,Code of Hammurabi
Neo-Babylonian Empire,location,Mesopotamia
Cyaxares,reignedOver,Median Empire
War with Assyria under Tukulti-Ninurta I,instanceOf,historical event
Modern-day Mosul,historicalConnection,Ancient city of Nineveh
Dur-Kurigalzu,hasRuins,temples
Sin (moon god),associatedWith,Time and calendar
Assyrian records,provideInformationOn,Babylonian kings
Mari,foundedIn,circa 2900 BCE
Babylonia,majorRuler,Hammurabi
Nabu,associatedWith,wisdom and literacy
Ancient Babylonian deity,partOf,Mesopotamian mythology
King of Isin,timePeriod,circa 20th to 18th century BCE
Nabu-shum-libur,title,King of Babylon
Babil,languageSpoken,Babylonian dialect
Nabu,associatedWithPlanet,Mercury
Kings of Eshnunna,location,Mesopotamia
Code of Hammurabi,purpose,justice and order
1st Dynasty of Isin,instanceOf,dynasty
Hammurabi,reignStart,1792 BC
Babil Governorate,namedAfter,Ancient city of Babylon
Kurigalzu I,knownFor,military campaigns
Babylonian religious texts,instanceOf,ancient texts
Utu,mythology,Judgment of the dead
Enuma Anu Enlil,content,celestial omens
Ammiditana,capital,Babylon
Assyrian palace reliefs,depict,royal achievements
Ninsun,worshipedIn,Mesopotamian mythology
Darius III,instanceOf,King of Persia
Ancient Babylonian Dynasty,notableRuler,Hammurabi
Early Babylonian period,precededBy,Akkadian Empire
Sexagesimal system,usedBy,Ancient Babylonians
Babel,instanceOf,ancient city
Modern Baghdad,instanceOf,City
Ninhursag,role,goddess of mountains
Code of Ur-Nammu,precededBy,Code of Hammurabi
Babylon,event,Siege of Babylon in 689 BC
Confluence of Tigris and Euphrates rivers,instanceOf,Geographical feature
King of the Gods,refersTo,Marduk
Achaemenid control over Babylon,instanceOf,Historical period
Battle of Carchemish (605 BC),commander,Nebuchadnezzar II
Babylonian chronicles,writtenIn,Akkadian language
Sumu-la-El,successor,Sabium
German Oriental Society,instanceOf,academic society
Old Assyrian dynasty,timePeriod,circa 2025–1378 BC
Sargon II,conquered,Samaria
Treaty of Kadesh,preservedIn,Egyptian hieroglyphs
Atrahasis Epic,topic,flood myth
Babylon,knownFor,Babylonian education system
Babylon under Hammurabi,language,Akkadian
Kassite kings,precededBy,Old Babylonian dynasty
Golden Age of Islam,notableFor,advancements in mathematics
First Dynasty of Isin,notableRuler,Ishme-Dagan
Assyrian conquest of Babylon,resulted in,Assyrian control over Babylon
Babylon,knownFor,astronomy and mathematics advancements
Goddess Inanna,temple,Eanna temple in Uruk
Revolt of Shamash-shum-ukin,result,Reassertion of Assyrian control over Babylon
Kassite dynasty,endYear,c. 1155 BC
Agum I,instanceOf,King of Babylon
Second Dynasty of Isin,ruled,Babylon
Kanesh,importance,key site for understanding Assyrian trade networks
Arsaces II,title,King of Parthia
Babylonian Empire,economicActivity,Agriculture
Ancient Babylonian Empire,economicActivity,Agriculture
Sin,instanceOf,Moon god
Nabû-kudurrī-uṣur I,predecessor,Marduk-nādin-aḫḫē
Artaxerxes I,reignedFrom,465 BC
Babylon,notableEvent,Siege of Babylon
Post-Old Babylonian period,follows,Old Babylonian period
Nebonidus,knownFor,Religious reforms
New Year festival (Akitu),includedRitual,Procession of statues
Sexagesimal system,influenced,Angle measurement
Babylonian authorities,included,priests
Babylonian New Year festival (Akitu),associatedDeity,Marduk
Esarhaddon,knownFor,rebuilding Babylon after its destruction
Sumerian religion,instanceOf,ancient religion
Tiamat,role,mother of the gods
Shubat-Enlil,function,administrative center
Seleucid Empire,capital,Babylon
E-babbar,function,temple of the sun god
Marduk,title,king of the gods
Ziggurat Etemenanki,reconstructedBy,Nebuchadnezzar II
Tashmetum,instanceOf,Mesopotamian goddess
Marduk-apla-iddina I,capital,Babylon
Ishtar Gate reliefs,locatedAt,Babylon
Clay Tablets,instanceOf,Ancient Writing Medium
Esagila temple,locatedNear,Etemenanki ziggurat
Seleucid Empire,notableRuler,Antiochus III the Great
Temple of Enlil,function,religious worship
Babylonian King List,contains,reigns of Babylonian kings
Enlil Temple (Ekur),locatedIn,Babylon
Kassite dynasty of Babylon,language,Kassite
Marduk,associatedWith,creation myth Enuma Elish
Amasis II,reignPeriod,570–526 BC
Burna-Buriash II,knownFor,Amarna letters correspondence
Inanna,associatedWith,Ancient Mesopotamian religion
Saite Dynasty,notableRuler,Psamtik I
Babylonian religious texts,originatedIn,Babylon
Code of Ammisaduqa,contains,laws and regulations
Zimri-Lim,reignedOver,Mari
Nabu,associatedWith,cuneiform script
Nabû-kudurri-uṣur II,dynasty,Neo-Babylonian Empire
Southern Mesopotamia,majorCities,Ur
Ishbi-Erra,knownFor,founder of the Isin dynasty
Kanesh,famousFor,cuneiform tablets
Son of Nabonidus,name,Belshazzar
Achaemenid rule over Babylon,ruler,Darius the Great
Akitu,occurredIn,Spring
Babylonia,knownFor,cultural achievements
Assyrian King Sennacherib,knownFor,Siege of Babylon
Chaldeans,notableRuler,Nebuchadnezzar II
Babylonian King List,instanceOf,ancient document
Chaldean dynasty of Babylon,language,Akkadian
Babylonian architecture,timePeriod,circa 1894 BC to 539 BC
Adad-nirari II,notableFor,Military campaigns expanding Assyrian territory
Psamtik I,dynasty,Twenty-sixth Dynasty of Egypt
Walls of Babylon,surrounded,City of Babylon
Kassite rule over Babylon,instanceOf,Historical period
Nabu,instanceOf,Babylonian god
Babylonian monarchy,timePeriod,ancient Mesopotamia
Excavation of Babylon,significance,Provided insight into Babylonian architecture and culture
Marduk-aḫḫē-erība,capital,Babylon
Assyrian palace reliefs,instanceOf,artistic relief sculptures
Yamhad kingdom,locatedIn,ancient Syria
King Kurigalzu I,militaryCampaigns,Conflicts with Assyria
Babylonian forces,commandedBy,Nebuchadnezzar II
Ancient Babylon,knownFor,Advanced irrigation systems
Lipit-Ishtar,language,Akkadian
Amorite,instanceOf,Ancient Semitic people
Dragon (Sirrush),instanceOf,Mythical Creature
Shubat-Enlil,associatedWith,Babylon
Ancient Babylonian Dynasty,associatedWith,Babylon
Ancient Babylonian festival,purpose,celebration of the New Year
Babil,ruledBy,Hammurabi
Eanna temple complex,constructedDuring,ancient Mesopotamian period
Damkina,parent,Nammu
Expansion of Akkadian Empire,ledBy,Sargon of Akkad
Babylonian kings,language,Akkadian
King of the Gods,associatedWith,Ancient Babylonian religion
Cyrus the Great,reigned,559 BC to 530 BC
Babylonia,knownFor,defensive architecture
Kassite,timePeriod,c. 1595–1155 BC
Kassite dynasty of Babylon,used,cuneiform script
Babylonian dialect,timePeriod,circa 2000 BCE to 100 CE
Medes,established,Median Empire
Babylonian cuneiform tablets,instanceOf,ancient artifact
Esagila temple complex,locatedNear,Etemenanki ziggurat
Behistun Inscription,writtenIn,Babylonian
Akitu (New Year festival),importance,Reaffirmation of divine order
26th Dynasty of Egypt,notableRuler,Necho II
Neo-Assyrian Empire,instanceOf,Empire
Ancient Babylonian literature,language,Sumerian
Hammurabi's Code,originatedIn,Babylon
Mattaniah,instanceOf,Person
Ancient Babylon,architectureStyle,Mesopotamian architecture
Ninurta-kudurrī-uṣur I,notableFor,Military campaigns against Assyria and Elam
Jehu,capital,Samaria
Ancient Babylonian religion,instanceOf,Religion
Medes,contributed to fall of,Assyrian Empire
Ninlil,role,goddess of the air and south wind
King of Sumer and Akkad,usedBy,Naram-Sin
Sewadjkare Haaibre,timePeriod,Second Intermediate Period
Post-Old Babylonian period,instanceOf,historical period
Conquest of Babylon by Cyrus the Great,resultedIn,Fall of Babylon
Assyrian conquest of Babylon,year,689 BC
Marduk-aḫḫē-erība,successor,Nergal-ušezib
New Year festival (Akitu),purpose,Renewal of kingship
Kudurru stones,feature,symbols of gods
Enlil-nādin-apli,instanceOf,King of Babylon
Shar-Kali-Sharri,father,Naram-Sin
Sun God Utu,worshipedIn,Sumer
Kassite kudurru stones,material,stone
Belshazzar,instanceOf,Regent of Babylon
Fall of Babylon (539 BC),significance,beginning of Achaemenid rule over Babylon
Shatt al-Arab waterway,formedBy,confluence of Tigris and Euphrates rivers
Kanesh,historicalPeriod,Old Assyrian period
King of Isin,ruled,Isin
Gate of All Nations in Babylon,architecturalStyle,Mesopotamian
Akitu,mentionedIn,Enuma Elish
Babylonian astronomers,contributedTo,astronomical calculations and predictions
Babylonian cuneiform tablets,discoveredIn,Mesopotamia
Dynasty IV of Babylon,capital,Babylon
Abu al-‘Abbas al-Saffah,instanceOf,Caliph of the Abbasid Caliphate
Middle Assyrian Empire,notableRuler,Ashur-uballit I
Ancient Babylonian city gate,locatedIn,Babylon
Zagmuk,instanceOf,Ancient Babylonian festival
Expansion of Akkadian Empire,timePeriod,c. 2334–2154 BCE
King Zimri-Lim,enemyOf,Eshnunna
Babylonian authorities,responsibleFor,administration of justice
Ancient Babylonian Empire,majorCity,Babylon
Babylonian King,notableExample,Hammurabi
King Sennacherib,capital,Nineveh
Palace in Babylon,notableFeature,Gardens
Akitu festival,occurredIn,spring
Ancient Babylonian religion,worshipedDeity,Marduk
Nabu-apla-iddina,religion,Ancient Mesopotamian religion
Nisannu,associatedWith,New Year festival Akitu
Sabium,successor,Apil-Sin
Nintu,parentOf,Nanna
Burna-Buriaš III,notableEvent,Conflict with Assyria
Kingdom of Mari,knownFor,extensive archives of cuneiform tablets
Behistun Inscription,instanceOf,ancient inscription
Tiamat,instanceOf,Deity
Babylonian King List,writtenIn,Akkadian language
Ningal,worshipedIn,Mesopotamian religion
Kudurru boundary stones,instanceOf,ancient Mesopotamian boundary stone
Dynasty of Babylon,ruledDuring,Ancient Mesopotamia
Nanna (Sin),instanceOf,Mesopotamian deity
Siege by Cyrus the Great,date,539 BCE
King Kashtiliash IV of Babylon,dynasty,Kassite dynasty
Invasion by the Hittites,targeted,Babylon
Ancient Babylonian palace,purpose,Administrative center
Nabonidus' absence from Babylon,instanceOf,historical event
Assyrian library of Ashurbanipal,significance,one of the earliest known libraries
Seleucid Empire,foundedBy,Seleucus I Nicator
Babel,locatedIn,Mesopotamia
King Hammurabi of Babylon,successor,Samsu-iluna
Babylonia,knownFor,zodiac system
